"buyer_id","buyer_nickname","total_orders","total_spent","first_purchase","last_purchase","unique_products","is_repeat_buyer"
"757991196","TAYLORVICTOR20210512004633","1","26315","2025-11-23T06:41:12.000-04:00","2025-11-23T06:41:12.000-04:00","1","NO"
"30542929","DAIFISSORE","1","252000","2025-11-23T06:23:09.000-04:00","2025-11-23T06:23:09.000-04:00","1","NO"
"310828155","MAJU8285504","1","3760,1","2025-11-23T03:07:11.000-04:00","2025-11-23T03:07:11.000-04:00","1","NO"
"452755254","JUANMANUELBORDIN","1","361499","2025-11-23T00:22:24.000-04:00","2025-11-23T00:22:24.000-04:00","1","NO"
"190708873","MAMI5492078","1","7800","2025-11-22T23:54:43.000-04:00","2025-11-22T23:54:43.000-04:00","1","NO"
"218406412","ANDRSILARDIA","1","11700","2025-11-22T23:31:08.000-04:00","2025-11-22T23:31:08.000-04:00","1","NO"
"174068807","ZAIRAAYELENLIBERATO","1","65900","2025-11-22T23:30:41.000-04:00","2025-11-22T23:30:41.000-04:00","1","NO"
"311263083","PAGU5058775","1","225000","2025-11-22T23:22:38.000-04:00","2025-11-22T23:22:38.000-04:00","1","NO"
"38020229","MLEDWITH89","1","49999","2025-11-22T22:45:26.000-04:00","2025-11-22T22:45:26.000-04:00","1","NO"
"483865277","VIVIANABIASINI","1","21800","2025-11-22T22:30:27.000-04:00","2025-11-22T22:30:27.000-04:00","1","NO"
"139710293","MEDICHE06","1","280000","2025-11-22T22:08:28.000-04:00","2025-11-22T22:08:28.000-04:00","1","NO"
"403719421","LAURAVR87","1","32999","2025-11-22T22:03:03.000-04:00","2025-11-22T22:03:03.000-04:00","1","NO"
"1926128306","HH20240731104714","1","66975","2025-11-22T21:47:55.000-04:00","2025-11-22T21:47:55.000-04:00","1","NO"
"275491494","ANALIAMORISANALIAMORIS","1","49000","2025-11-22T21:35:37.000-04:00","2025-11-22T21:35:37.000-04:00","1","NO"
"62188818","ZUÑIGAFRANCO","1","20900","2025-11-22T21:33:10.000-04:00","2025-11-22T21:33:10.000-04:00","1","NO"
"545447565","SCAPOLLAANASCAPOLLAANA","1","26315","2025-11-22T21:29:25.000-04:00","2025-11-22T21:29:25.000-04:00","1","NO"
"282505429","NANYPARDO85","1","39900","2025-11-22T21:18:05.000-04:00","2025-11-22T21:18:05.000-04:00","1","NO"
"1512511906","SARAVIACAROLINA20231103210604","1","65900","2025-11-22T21:16:50.000-04:00","2025-11-22T21:16:50.000-04:00","1","NO"
"258335673","LUUCACERESLUUCACERES","1","105355","2025-11-22T21:13:26.000-04:00","2025-11-22T21:13:26.000-04:00","1","NO"
"1592862891","ORIA20231216123045","1","70500","2025-11-22T21:11:52.000-04:00","2025-11-22T21:11:52.000-04:00","1","NO"
"257536122","FEPA285585","1","3900","2025-11-22T21:09:00.000-04:00","2025-11-22T21:09:00.000-04:00","1","NO"
"1477927","CHEFE06","1","25602","2025-11-22T21:05:08.000-04:00","2025-11-22T21:05:08.000-04:00","1","NO"
"1949558246","BA20240815214932","1","51775","2025-11-22T20:28:34.000-04:00","2025-11-22T20:28:34.000-04:00","1","NO"
"166518000","MAGDALENACARDONER","1","108330","2025-11-22T19:58:12.000-04:00","2025-11-22T19:58:12.000-04:00","1","NO"
"71640124","SABRINAADDUCI","1","185000","2025-11-22T19:49:11.000-04:00","2025-11-22T19:49:11.000-04:00","1","NO"
"246385587","SANTIAGOPAZ1","1","225000","2025-11-22T19:22:04.000-04:00","2025-11-22T19:22:04.000-04:00","1","NO"
"32018199","ILAGUS","1","3760,1","2025-11-22T19:26:17.000-04:00","2025-11-22T19:26:17.000-04:00","1","NO"
"612218495","NORAELIZABET20220802154701","1","39900","2025-11-22T19:22:44.000-04:00","2025-11-22T19:22:44.000-04:00","1","NO"
"1297115049","FREZZOTTIFABIAN20230320142459","1","32999","2025-11-22T19:04:05.000-04:00","2025-11-22T19:04:05.000-04:00","1","NO"
"34860829","MLPC2011","1","32999","2025-11-22T18:57:31.000-04:00","2025-11-22T18:57:31.000-04:00","1","NO"
"399788369","DIEGOSEBASTIANAHUMADA","1","3760,1","2025-11-22T18:57:16.000-04:00","2025-11-22T18:57:16.000-04:00","1","NO"
"1253807251","CAGNONESANTIAGO20221202203112","1","189050","2025-11-22T18:56:40.000-04:00","2025-11-22T18:56:40.000-04:00","1","NO"
"193665178","MOSE7576940","1","66975","2025-11-22T18:48:40.000-04:00","2025-11-22T18:48:40.000-04:00","1","NO"
"332176896","RODA6606355","1","65900","2025-11-22T18:37:05.000-04:00","2025-11-22T18:37:05.000-04:00","1","NO"
"437637688","JULIOLAPASTORA","1","32999","2025-11-22T18:17:01.000-04:00","2025-11-22T18:17:01.000-04:00","1","NO"
"42218182","YOLADALI","1","155000","2025-11-22T11:51:50.000-04:00","2025-11-22T11:51:50.000-04:00","1","NO"
"236995172","MEDAN987452NN","1","66975","2025-11-22T17:49:40.000-04:00","2025-11-22T17:49:40.000-04:00","1","NO"
"1036939256","AGOSTINIMÁXIMO20211223101233","1","66975","2025-11-22T17:44:24.000-04:00","2025-11-22T17:44:24.000-04:00","1","NO"
"151335219","ALEXIS URQUIZA","1","185000","2025-11-22T17:31:28.000-04:00","2025-11-22T17:31:28.000-04:00","1","NO"
"57165964","CONDENURIA","1","10900","2025-11-22T17:29:43.000-04:00","2025-11-22T17:29:43.000-04:00","1","NO"
"1999820508","JF20241116114706","1","3900","2025-11-22T17:19:38.000-04:00","2025-11-22T17:19:38.000-04:00","1","NO"
"92654050","KARPO73","1","3900","2025-11-22T17:04:18.000-04:00","2025-11-22T17:04:18.000-04:00","1","NO"
"29237448","LEONE29","1","42655","2025-11-22T16:50:47.000-04:00","2025-11-22T16:50:47.000-04:00","1","NO"
"361093363","MARIA09ROLON","1","185000","2025-11-22T16:48:51.000-04:00","2025-11-22T16:48:51.000-04:00","1","NO"
"703332225","GIORDANOARIELDARIO","1","26315","2025-11-22T16:48:13.000-04:00","2025-11-22T16:48:13.000-04:00","1","NO"
"440617713","MILUBONOMI","1","87020","2025-11-22T16:47:19.000-04:00","2025-11-22T16:47:19.000-04:00","1","NO"
"201848364","PERO1269977","1","43000","2025-11-22T16:43:34.000-04:00","2025-11-22T16:43:34.000-04:00","1","NO"
"59293637","MONOBO_DRA","2","47899","2025-11-22T16:32:29.000-04:00","2025-11-22T16:32:29.000-04:00","2","YES"
"191619379","GERMANESTHERREN","1","184900","2025-11-22T16:31:57.000-04:00","2025-11-22T16:31:57.000-04:00","1","NO"
"96197783","ELEBEN2006","1","280000","2025-11-22T16:31:21.000-04:00","2025-11-22T16:31:21.000-04:00","1","NO"
"313978376","SOES2359653","1","125401","2025-11-22T16:00:39.000-04:00","2025-11-22T16:00:39.000-04:00","1","NO"
"129359454","HDLEYES","1","49000","2025-11-22T15:59:36.000-04:00","2025-11-22T15:59:36.000-04:00","1","NO"
"59132077","MARISA.POLIMANTI","1","49000","2025-11-22T15:55:15.000-04:00","2025-11-22T15:55:15.000-04:00","1","NO"
"1430385147","BENITEZFEDERICO20230723111345","1","3760,1","2025-11-22T15:33:09.000-04:00","2025-11-22T15:33:09.000-04:00","1","NO"
"354586325","RONI9456129","1","349000","2025-11-22T15:26:34.000-04:00","2025-11-22T15:26:34.000-04:00","1","NO"
"625442004","MC20250614092316","1","21666","2025-11-22T15:11:26.000-04:00","2025-11-22T15:11:26.000-04:00","1","NO"
"687135676","GOHE1862016","1","71000","2025-11-22T14:59:33.000-04:00","2025-11-22T14:59:33.000-04:00","1","NO"
"211647524","ESTERMOURENTE","1","40300","2025-11-22T14:53:21.000-04:00","2025-11-22T14:53:21.000-04:00","1","NO"
"225963680","LOCR9961564","1","10900","2025-11-22T14:51:40.000-04:00","2025-11-22T14:51:40.000-04:00","1","NO"
"114076741","WICLEZCRISTIANADRIAN","1","20425","2025-11-22T14:50:37.000-04:00","2025-11-22T14:50:37.000-04:00","1","NO"
"326920966","NICOESTEFANELL","1","3760,1","2025-11-22T14:21:15.000-04:00","2025-11-22T14:21:15.000-04:00","1","NO"
"84680974","KOHLCRISTIAN","1","280000","2025-11-22T14:14:34.000-04:00","2025-11-22T14:14:34.000-04:00","1","NO"
"71717803","VIZCACHALOPEZ","1","23000","2025-11-22T14:12:33.000-04:00","2025-11-22T14:12:33.000-04:00","1","NO"
"103956127","GALLOLDANIEL","1","70500","2025-11-22T13:59:51.000-04:00","2025-11-22T13:59:51.000-04:00","1","NO"
"1117890104","SOBRECASALUIS20220504112551","1","153900","2025-11-22T13:54:59.000-04:00","2025-11-22T13:54:59.000-04:00","1","NO"
"194088570","ULLATECRISTINA","1","42500","2025-11-22T13:53:59.000-04:00","2025-11-22T13:53:59.000-04:00","1","NO"
"377240482","MADA6175225","1","51775","2025-11-22T13:49:34.000-04:00","2025-11-22T13:49:34.000-04:00","1","NO"
"78039341","STCOLL","1","280000","2025-11-22T13:43:49.000-04:00","2025-11-22T13:43:49.000-04:00","1","NO"
"413567793","JOSEBIODECODIFICADOR","1","257598,9","2025-11-22T13:43:35.000-04:00","2025-11-22T13:43:35.000-04:00","1","NO"
"553499769","CRISTALANAHIDELAVEGA","1","49000","2025-11-22T13:34:23.000-04:00","2025-11-22T13:34:23.000-04:00","1","NO"
"12360874","ARIEL GUTIERREZ","1","3760,1","2025-11-22T13:31:42.000-04:00","2025-11-22T13:31:42.000-04:00","1","NO"
"463970284","FLAR401856","1","46360","2025-11-22T12:57:38.000-04:00","2025-11-22T12:57:38.000-04:00","1","NO"
"2056626727","SJ20241025120628","1","185000","2025-11-22T12:53:49.000-04:00","2025-11-22T12:53:49.000-04:00","1","NO"
"621443600","AVRO2216809","1","127900","2025-11-22T12:52:44.000-04:00","2025-11-22T12:52:44.000-04:00","1","NO"
"477089218","VIMA1383817","1","350000","2025-11-22T12:51:22.000-04:00","2025-11-22T12:51:22.000-04:00","1","NO"
"32764517","HUGOMAMBRIN","1","125000","2025-11-22T12:37:28.000-04:00","2025-11-22T12:37:28.000-04:00","1","NO"
"60550431","ROD_MORALES","1","14900","2025-11-22T12:18:03.000-04:00","2025-11-22T12:18:03.000-04:00","1","NO"
"1127317447","JALIDLILIANA20220817071816","1","10900","2025-11-22T12:16:31.000-04:00","2025-11-22T12:16:31.000-04:00","1","NO"
"638286866","SALOMONENICOLE20210724121527","1","23000","2025-11-22T12:16:03.000-04:00","2025-11-22T12:16:03.000-04:00","1","NO"
"342994961","JOSEVIRGINIA1893","1","129833","2025-11-22T12:07:53.000-04:00","2025-11-22T12:07:53.000-04:00","1","NO"
"43763938","PANTER93","1","3760,1","2025-11-22T11:59:21.000-04:00","2025-11-22T11:59:21.000-04:00","1","NO"
"374633499","LYBOUCHET","1","21666","2025-11-22T11:55:35.000-04:00","2025-11-22T11:55:35.000-04:00","1","NO"
"37165338","DPAZ251072","1","49999","2025-11-22T11:52:28.000-04:00","2025-11-22T11:52:28.000-04:00","1","NO"
"1133034676","SAAVEDRAJONATHAN20220530121049","1","27498","2025-11-22T11:41:58.000-04:00","2025-11-22T11:41:58.000-04:00","1","NO"
"545556373","GABRIELOMARDURE","1","19950","2025-11-22T11:23:05.000-04:00","2025-11-22T11:23:05.000-04:00","1","NO"
"269306109","TOMY26303","1","94905","2025-11-22T11:21:28.000-04:00","2025-11-22T11:21:28.000-04:00","1","NO"
"204940422","RUIZANDREA20211210230435","1","252000","2025-11-22T11:15:02.000-04:00","2025-11-22T11:15:02.000-04:00","1","NO"
"343709486","FRANKLINBOWMANS","1","85025","2025-11-22T09:25:06.000-04:00","2025-11-22T09:25:06.000-04:00","1","NO"
"444770544","CARLOSAMOLINA82","1","70500","2025-11-22T11:07:25.000-04:00","2025-11-22T11:07:25.000-04:00","1","NO"
"157483561","JONATHANPAULOS","2","7800","2025-11-22T10:53:43.000-04:00","2025-11-22T10:53:43.000-04:00","1","YES"
"483205727","GAZZANIGAGISELA","1","66975","2025-11-22T10:51:54.000-04:00","2025-11-22T10:51:54.000-04:00","1","NO"
"105834108","JUANCARLOSDELLORSO","2","40701","2025-11-06T06:51:00.000-04:00","2025-11-22T10:42:43.000-04:00","1","YES"
"2029820516","JF20241009200844","1","25650","2025-11-22T10:42:10.000-04:00","2025-11-22T10:42:10.000-04:00","1","NO"
"1059860107","ARANEDAJUAN20220119210326","1","66975","2025-11-22T10:35:10.000-04:00","2025-11-22T10:35:10.000-04:00","1","NO"
"59255128","FORTINERO98_DRA","1","7520,2","2025-11-22T10:33:08.000-04:00","2025-11-22T10:33:08.000-04:00","1","NO"
"1665468577","BHAIRON11","1","55000","2025-11-22T10:29:40.000-04:00","2025-11-22T10:29:40.000-04:00","1","NO"
"1304725538","BUSTAMENTEMARCOS20230207085123","1","140601","2025-11-22T10:12:25.000-04:00","2025-11-22T10:12:25.000-04:00","1","NO"
"280746417","ELENACUZCUETA62","1","24998","2025-11-22T10:21:44.000-04:00","2025-11-22T10:21:44.000-04:00","1","NO"
"50435380","PINTOJR86","1","3760,1","2025-11-22T10:04:38.000-04:00","2025-11-22T10:04:38.000-04:00","1","NO"
"1343525995","VILCAMATIAS20230401165126","1","55000","2025-11-22T09:53:42.000-04:00","2025-11-22T09:53:42.000-04:00","1","NO"
"91735384","MACEMOI","1","49000","2025-11-22T09:26:56.000-04:00","2025-11-22T09:26:56.000-04:00","1","NO"
"159427536","JULIAN_BATOS","1","280000","2025-11-22T09:23:56.000-04:00","2025-11-22T09:23:56.000-04:00","1","NO"
"454606924","LOMA7068992","1","180499","2025-11-22T09:21:14.000-04:00","2025-11-22T09:21:14.000-04:00","1","NO"
"540251975","MOREYRARACING","1","55440","2025-11-22T09:13:26.000-04:00","2025-11-22T09:13:26.000-04:00","1","NO"
"1519303204","ROMEROMARIANA20231020180114","1","42900","2025-11-22T09:13:21.000-04:00","2025-11-22T09:13:21.000-04:00","1","NO"
"127592610","LUISANTONIOZURITA","1","252000","2025-11-22T09:04:44.000-04:00","2025-11-22T09:04:44.000-04:00","1","NO"
"243898967","MEFR1673775","1","252000","2025-11-22T09:01:36.000-04:00","2025-11-22T09:01:36.000-04:00","1","NO"
"209971615","FLORESGERARDODANIEL","1","67000","2025-11-22T08:44:04.000-04:00","2025-11-22T08:44:04.000-04:00","1","NO"
"409919844","JELLIRAMIREZ","2","47899","2025-11-22T08:42:57.000-04:00","2025-11-22T08:42:57.000-04:00","2","YES"
"156577442","MARAFLORENCIABONETTO","2","99998","2025-11-16T17:12:42.000-04:00","2025-11-22T08:40:28.000-04:00","1","YES"
"133201337","PEMA796362","1","42500","2025-11-22T08:20:18.000-04:00","2025-11-22T08:20:18.000-04:00","1","NO"
"302591409","AGUSTINARUEDA96","1","119900","2025-11-22T08:18:46.000-04:00","2025-11-22T08:18:46.000-04:00","1","NO"
"32151466","ANGIEPERRI","1","14900","2025-11-22T08:03:22.000-04:00","2025-11-22T08:03:22.000-04:00","1","NO"
"269697754","AFRAUTOMOTIVE","1","31100","2025-11-22T07:36:21.000-04:00","2025-11-22T07:36:21.000-04:00","1","NO"
"2248589329","CV20250205171153","1","66975","2025-11-22T07:29:30.000-04:00","2025-11-22T07:29:30.000-04:00","1","NO"
"1844362419","GE20240606082115","1","126667","2025-11-22T07:26:07.000-04:00","2025-11-22T07:26:07.000-04:00","1","NO"
"48960237","YASMIN_ASAD88","1","40639","2025-11-22T07:21:00.000-04:00","2025-11-22T07:21:00.000-04:00","1","NO"
"269181318","JEBY.BARRAZA","2","7520,2","2025-11-22T06:42:54.000-04:00","2025-11-22T07:01:01.000-04:00","1","YES"
"445420869","TOVE6447821","1","66975","2025-11-22T06:30:13.000-04:00","2025-11-22T06:30:13.000-04:00","1","NO"
"392399563","STEIMBACHDIEGO","1","11700","2025-11-22T06:09:40.000-04:00","2025-11-22T06:09:40.000-04:00","1","NO"
"444243911","APICELLACHRISTIAN","1","21800","2025-11-22T03:26:03.000-04:00","2025-11-22T03:26:03.000-04:00","1","NO"
"199975285","SPECTRE1405","1","94905","2025-11-22T02:47:07.000-04:00","2025-11-22T02:47:07.000-04:00","1","NO"
"116973894","COALIANALIA","1","32999","2025-11-22T02:17:23.000-04:00","2025-11-22T02:17:23.000-04:00","1","NO"
"787803197","MARIO RASCH","1","66975","2025-11-22T01:59:04.000-04:00","2025-11-22T01:59:04.000-04:00","1","NO"
"826581887","AGUSTINANIEVESLASETZAGUSTINA","1","26315","2025-11-22T01:12:20.000-04:00","2025-11-22T01:12:20.000-04:00","1","NO"
"1006607431","DUPA7669193","1","85025","2025-11-22T01:08:32.000-04:00","2025-11-22T01:08:32.000-04:00","1","NO"
"529664883","MARTINEZMAXIMILIANO20220505234","1","17186,68","2025-11-22T00:49:29.000-04:00","2025-11-22T00:49:29.000-04:00","1","NO"
"354357353","CHNE1100095","1","252000","2025-11-22T00:26:58.000-04:00","2025-11-22T00:26:58.000-04:00","1","NO"
"1524392066","ROLINELVIO20231025075004","1","155000","2025-11-21T23:52:50.000-04:00","2025-11-21T23:52:50.000-04:00","1","NO"
"155907504","VALEN4316","1","21666","2025-11-21T23:45:57.000-04:00","2025-11-21T23:45:57.000-04:00","1","NO"
"204062802","JEREMIAS QUINTERO","1","27300","2025-11-21T23:41:16.000-04:00","2025-11-21T23:41:16.000-04:00","1","NO"
"1175805992","FERREIRALUIZ20220808184524","1","280000","2025-11-21T23:39:55.000-04:00","2025-11-21T23:39:55.000-04:00","1","NO"
"270867307","SCARINCILOURDES","1","23000","2025-11-21T23:28:10.000-04:00","2025-11-21T23:28:10.000-04:00","1","NO"
"790195652","MOISESPABLOBURGOS","1","280000","2025-11-21T23:19:06.000-04:00","2025-11-21T23:19:06.000-04:00","1","NO"
"199240270","VALERISBLANCO","1","49000","2025-11-21T23:18:26.000-04:00","2025-11-21T23:18:26.000-04:00","1","NO"
"10424329","L.N.G","1","11020","2025-11-21T22:55:10.000-04:00","2025-11-21T22:55:10.000-04:00","1","NO"
"819025776","RALU4904430","1","25650","2025-11-21T22:36:07.000-04:00","2025-11-21T22:36:07.000-04:00","1","NO"
"539446568","ROSO4944353","1","65998","2025-11-21T22:24:20.000-04:00","2025-11-21T22:24:20.000-04:00","1","NO"
"471389306","MARTINSANRIQUELME555","1","185000","2025-11-21T22:22:58.000-04:00","2025-11-21T22:22:58.000-04:00","1","NO"
"24076715","EZEQUIELMARIA","2","504000","2025-11-20T00:46:24.000-04:00","2025-11-21T22:06:29.000-04:00","2","YES"
"139680541","JESSICACAMPANA","1","42500","2025-11-21T21:57:41.000-04:00","2025-11-21T21:57:41.000-04:00","1","NO"
"158953812","ROCIYLEO","1","49000","2025-11-21T21:49:23.000-04:00","2025-11-21T21:49:23.000-04:00","1","NO"
"542302855","DIAQ1845292","1","26315","2025-11-21T21:45:10.000-04:00","2025-11-21T21:45:10.000-04:00","1","NO"
"730210150","BRIANAGUSTINPANES","1","323000","2025-11-21T21:22:31.000-04:00","2025-11-21T21:22:31.000-04:00","1","NO"
"516735250","VINI9868733","1","23000","2025-11-21T21:22:21.000-04:00","2025-11-21T21:22:21.000-04:00","1","NO"
"265972122","BUJU581877","1","280000","2025-11-21T21:12:44.000-04:00","2025-11-21T21:12:44.000-04:00","1","NO"
"84471046","CRI_DELA2005","1","14500","2025-11-21T21:07:01.000-04:00","2025-11-21T21:07:01.000-04:00","1","NO"
"1215737717","AQUINOLEO20221011182408","1","66975","2025-11-21T20:59:25.000-04:00","2025-11-21T20:59:25.000-04:00","1","NO"
"253265357","ABRILMORIROSSI","1","54500","2025-11-21T20:57:51.000-04:00","2025-11-21T20:57:51.000-04:00","1","NO"
"2217974266","AM20250119135402","1","66975","2025-11-21T20:47:44.000-04:00","2025-11-21T20:47:44.000-04:00","1","NO"
"76268313","ANA_SOFIA13","1","23000","2025-11-21T20:47:19.000-04:00","2025-11-21T20:47:19.000-04:00","1","NO"
"614406530","FUCL8152616","1","66975","2025-11-21T20:47:13.000-04:00","2025-11-21T20:47:13.000-04:00","1","NO"
"1076001459","ROMEROJOSE20220217144352","1","138933","2025-11-21T20:44:38.000-04:00","2025-11-21T20:44:38.000-04:00","1","NO"
"520944632","DARIOFEDERICOALONSO","1","184900","2025-11-21T20:42:48.000-04:00","2025-11-21T20:42:48.000-04:00","1","NO"
"237851349","PAVA9153189","1","49000","2025-11-21T20:29:55.000-04:00","2025-11-21T20:29:55.000-04:00","1","NO"
"784997128","MOPE5662063","1","122499","2025-11-21T20:20:50.000-04:00","2025-11-21T20:20:50.000-04:00","1","NO"
"331054241","RERE3350470","1","25555","2025-11-21T20:11:04.000-04:00","2025-11-21T20:11:04.000-04:00","1","NO"
"2638029197","FHBDAGCFE25736","1","51480","2025-11-21T20:10:45.000-04:00","2025-11-21T20:10:45.000-04:00","1","NO"
"144244641","JEFE6557092","1","29800","2025-11-21T19:50:37.000-04:00","2025-11-21T19:50:37.000-04:00","1","NO"
"36970244","MARFORTINO","1","280000","2025-11-21T19:37:53.000-04:00","2025-11-21T19:37:53.000-04:00","1","NO"
"279687406","MICA18SJ","1","49000","2025-11-21T19:31:05.000-04:00","2025-11-21T19:31:05.000-04:00","1","NO"
"63627853","HEC_LEMA","1","32999","2025-11-21T19:23:31.000-04:00","2025-11-21T19:23:31.000-04:00","1","NO"
"206127718","CINTIA MORO","1","71280","2025-11-21T19:14:18.000-04:00","2025-11-21T19:14:18.000-04:00","1","NO"
"1014366491","DERO6638671","1","252000","2025-11-21T19:16:36.000-04:00","2025-11-21T19:16:36.000-04:00","1","NO"
"187458855","GABRIELAMAKUC","1","31100","2025-11-21T19:15:42.000-04:00","2025-11-21T19:15:42.000-04:00","1","NO"
"639305248","MARMENNA222","1","14500","2025-11-21T19:11:17.000-04:00","2025-11-21T19:11:17.000-04:00","1","NO"
"1269033279","VERONDANTE20221220102142","1","85025","2025-11-21T19:09:43.000-04:00","2025-11-21T19:09:43.000-04:00","1","NO"
"75743713","VICTORIA_SV","1","31100","2025-11-21T18:54:14.000-04:00","2025-11-21T18:54:14.000-04:00","1","NO"
"297491582","ROLE7248844","1","140601","2025-11-21T18:44:06.000-04:00","2025-11-21T18:44:06.000-04:00","1","NO"
"137241220","ANAHNUEZ","1","37905","2025-11-21T18:42:42.000-04:00","2025-11-21T18:42:42.000-04:00","1","NO"
"216684355","DIEGO16MA","1","155000","2025-11-21T18:38:37.000-04:00","2025-11-21T18:38:37.000-04:00","1","NO"
"387019429","GINASOLORZA","1","32999","2025-11-21T18:34:40.000-04:00","2025-11-21T18:34:40.000-04:00","1","NO"
"335216178","FERNANDADOMPE","1","29000","2025-11-21T18:24:40.000-04:00","2025-11-21T18:24:40.000-04:00","1","NO"
"374304434","YANINAG.FLORES","1","65900","2025-11-21T18:21:05.000-04:00","2025-11-21T18:21:05.000-04:00","1","NO"
"750975917","DA20241107195808","1","85025","2025-11-21T18:20:22.000-04:00","2025-11-21T18:20:22.000-04:00","1","NO"
"75314805","JULIUSROCK","1","43332","2025-11-21T18:15:07.000-04:00","2025-11-21T18:15:07.000-04:00","1","NO"
"239692528","MAAR1550707","1","47025","2025-11-21T18:01:21.000-04:00","2025-11-21T18:01:21.000-04:00","1","NO"
"279863825","ORJU7020340","1","21666","2025-11-21T17:58:48.000-04:00","2025-11-21T17:58:48.000-04:00","1","NO"
"2434442690","BHGECDFAB85193","1","127900","2025-11-21T17:24:02.000-04:00","2025-11-21T17:24:02.000-04:00","1","NO"
"753524731","BAHE5699178","1","280000","2025-11-21T17:34:01.000-04:00","2025-11-21T17:34:01.000-04:00","1","NO"
"43713534","LUNA_MADERAS","1","20900","2025-11-21T17:32:59.000-04:00","2025-11-21T17:32:59.000-04:00","1","NO"
"142841941","ALBERTODAZAEL","1","32999","2025-11-21T17:31:45.000-04:00","2025-11-21T17:31:45.000-04:00","1","NO"
"185495900","SAEE ELECTRONICA","1","19950","2025-11-21T17:26:25.000-04:00","2025-11-21T17:26:25.000-04:00","1","NO"
"297843867","DANIALDAO67","1","155000","2025-11-21T17:13:15.000-04:00","2025-11-21T17:13:15.000-04:00","1","NO"
"416006459","SOFIABOLLECICH","1","39900","2025-11-21T17:06:24.000-04:00","2025-11-21T17:06:24.000-04:00","1","NO"
"470705370","RUBNDAROLEGUIZAMN","1","19950","2025-11-21T16:52:30.000-04:00","2025-11-21T16:52:30.000-04:00","1","NO"
"794272763","ZACR6070767","1","66975","2025-11-21T16:48:13.000-04:00","2025-11-21T16:48:13.000-04:00","1","NO"
"3629384","MAX_GRUB","2","42899","2025-11-21T16:39:55.000-04:00","2025-11-21T16:39:55.000-04:00","2","YES"
"277276887","NAHURLRIVAS","1","3760,1","2025-11-21T16:32:09.000-04:00","2025-11-21T16:32:09.000-04:00","1","NO"
"193291349","VEMA381610","1","26500","2025-11-21T16:16:29.000-04:00","2025-11-21T16:16:29.000-04:00","1","NO"
"247678617","JOSEEDUARDOOCARANZA","1","66975","2025-11-21T16:11:42.000-04:00","2025-11-21T16:11:42.000-04:00","1","NO"
"173614029","DEPA3375577","1","127900","2025-11-21T16:11:30.000-04:00","2025-11-21T16:11:30.000-04:00","1","NO"
"442529371","CAMA2723100","1","123500","2025-11-21T15:59:06.000-04:00","2025-11-21T15:59:06.000-04:00","1","NO"
"143620024","SALDIVIAMATIAS22","1","162500","2025-11-21T15:56:05.000-04:00","2025-11-21T15:56:05.000-04:00","1","NO"
"1779391","JUANJOTORTUGA","1","32999","2025-11-21T15:52:24.000-04:00","2025-11-21T15:52:24.000-04:00","1","NO"
"773923220","CHMA5988913","1","14900","2025-11-21T15:52:21.000-04:00","2025-11-21T15:52:21.000-04:00","1","NO"
"68993119","LUCIA_RIV","1","23000","2025-11-21T15:51:33.000-04:00","2025-11-21T15:51:33.000-04:00","1","NO"
"809342677","SARICHDEMIAN","1","26315","2025-11-21T15:39:59.000-04:00","2025-11-21T15:39:59.000-04:00","1","NO"
"184372857","CAMILLOZZIGUILLERMO","1","66975","2025-11-21T15:37:43.000-04:00","2025-11-21T15:37:43.000-04:00","1","NO"
"542229784","NADIA RIFFEL","1","65900","2025-11-21T15:24:37.000-04:00","2025-11-21T15:24:37.000-04:00","1","NO"
"32203337","PEREZA1598","1","123500","2025-11-21T15:21:42.000-04:00","2025-11-21T15:21:42.000-04:00","1","NO"
"752988192","SCARPINSANDRA20230527093126","1","23000","2025-11-21T15:17:02.000-04:00","2025-11-21T15:17:02.000-04:00","1","NO"
"1063664676","CASTERIANOERIKA20220209192747","1","70500","2025-11-21T15:11:24.000-04:00","2025-11-21T15:11:24.000-04:00","1","NO"
"1327819038","MONARDESFLAVIA20230310141446","1","39900","2025-11-21T15:01:47.000-04:00","2025-11-21T15:01:47.000-04:00","1","NO"
"411435057","ROMINAPALABECINO","1","280000","2025-11-21T15:01:15.000-04:00","2025-11-21T15:01:15.000-04:00","1","NO"
"2351482233","TJ20250326094853","2","59270","2025-11-19T16:42:15.000-04:00","2025-11-21T14:55:26.000-04:00","2","YES"
"426748750","BRUNOAMARILLAIAN","1","218500","2025-11-21T14:52:28.000-04:00","2025-11-21T14:52:28.000-04:00","1","NO"
"331040444","LORENAARB","1","85025","2025-11-17T21:40:48.000-04:00","2025-11-17T21:40:48.000-04:00","1","NO"
"48080933","ALETECHMECANICA","2","79273","2025-11-15T20:59:50.000-04:00","2025-11-21T14:26:56.000-04:00","2","YES"
"130591138","ELFEDEDECBA","1","79942","2025-11-21T14:15:05.000-04:00","2025-11-21T14:15:05.000-04:00","1","NO"
"143147993","NICOFUNES93","1","31900","2025-11-21T14:08:34.000-04:00","2025-11-21T14:08:34.000-04:00","1","NO"
"537660080","COIR8410122","1","21666","2025-11-21T14:05:34.000-04:00","2025-11-21T14:05:34.000-04:00","1","NO"
"60004169","ANAZALDIVAR","1","103075","2025-11-21T14:05:47.000-04:00","2025-11-21T14:05:47.000-04:00","1","NO"
